,c_id,user_name,thread_id,comment_date,is_reaction_comment,reactions_kind,personas_kind
1164,c2433795710,victoriasooners,a45238771,10/17/2013,True,reaction,author
1165,c2434062625,EAD12212011,a45304333,10/21/2013,False,,
1166,c2434062693,love my beeps,a45304333,10/21/2013,True,"reaction, pain","unclear, author_child"
1167,c2434078707,ayrabella,a45286939,10/21/2013,True,reaction,unclear
1168,c2434085960,MommyDelara,a45312592,10/21/2013,True,"diarrhea, fussy",author_child
1169,c2434224884,kristin lena,a45342031,10/22/2013,False,,
1170,c2434272572,lisamarie0088,a45356452,10/23/2013,True,"fever, runny nose",author_child
1171,c2434360503,IDikova,a45373510,10/24/2013,True,fever,author_child
1172,c2434376348,Ginnysmama,a45373882,10/24/2013,False,,
1173,c2434606955,madden2006,a45427309,10/26/2013,True,"fever, pain",author_child
1174,c2434765267,jcdoehring,a45464329,10/28/2013,True,reaction,author_child
1175,c2434781005,Dianamel76,a45456385,10/28/2013,True,fever,author_child
1176,c2435234102,LoveBam,a45343012,11/03/2013,False,,
1177,c2435530282,Alone and Overseas,a45628513,11/06/2013,False,,
1178,c2435810929,WilltakewhatGodGives,a45694657,11/09/2013,True,pain,author_child
1179,c2435843227,TomicJ,a45702592,11/09/2013,True,"regression, regression",unclear
1180,c2435952970,MikeyAllison,a45726787,11/10/2013,True,reaction,author_child
1181,c2436044298,Lyssapaige_,a45749821,11/11/2013,True,"lump, pain",author
1182,c2436164340,naturgrl,a45777292,11/13/2013,True,"reaction, seizure",author_child
1183,c2436459826,jallely,a45834907,11/16/2013,True,reaction,unclear
1184,c2436848441,shbetty,a45927565,11/20/2013,False,,
1185,c2436972829,happygal29,a45955270,11/21/2013,True,lump,author_child
1186,c2437150944,RaeleneC,a45979657,11/23/2013,True,lethargy,author_child
1187,c2437359805,ktayl041,a46038559,11/25/2013,True,"fever, lethargy",author_child
1188,c2437404335,Kate296,a46030495,11/26/2013,False,,
1189,c2438151806,Arfy77,a46203124,12/05/2013,True,reaction,author_child
1190,c2438242952,MissusEdamame,a46237273,12/05/2013,True,fussy,author_child
1191,c2438856272,Hudand Haysmom,a46370065,12/12/2013,True,fever,author_child
1192,c2439496098,ctc831,a46498396,12/19/2013,True,fever,author_child
1193,c2439583623,parkersgirl85,a46527769,12/19/2013,True,reaction,author_child
1194,c2439634417,Beeebs,a46537822,12/20/2013,False,,
1195,c2439710083,_MeganC_,a46544920,12/21/2013,True,"fever, pain","unclear, author_child"
1196,c2439915261,csrobinson27,a46599085,12/23/2013,True,"fussy, lethargy",author_child
1197,c2439954361,kat_the_bat,a46484872,12/24/2013,False,,
1198,c2440159212,jksimpson522,a46656097,12/27/2013,True,fever,author
1199,c2440162968,isis0185,a46657216,12/27/2013,True,reaction,author
1200,c2440286701,Kittenapper,a46676002,12/28/2013,True,reaction,author_child
1201,c2440288551,cltsmt14,a46683940,12/28/2013,True,"runny nose, fussy",author_child
1202,c2440369054,spytfyre13,a46686580,12/29/2013,False,,
1203,c2440673545,mypandabear81,a46733089,01/01/2014,True,reaction,author
1204,c2440923748,ef48047,a46809463,01/03/2014,True,reaction,author_child
1205,c2441414542,MKPTB15,a46918333,01/08/2014,True,reaction,author_child
1206,c2441537347,Karina418,a46947142,01/09/2014,True,pain,author
1207,c2441583109,Mayra45,a46947142,01/09/2014,True,pain,author
1208,c2441687093,LisaR75,a46966828,01/10/2014,True,reaction,others
1209,c2441694460,DianaK04,a46979596,01/10/2014,True,regression,author_child
1210,c2441736764,kendra3414,a46989469,01/10/2014,True,"fever, lump","author_child, author"
1211,c2441763384,Jessmartin1987,a46994395,01/10/2014,False,,
1212,c2441767924,damonsmommy1125,a46959832,01/10/2014,True,,author
1213,c2441774728,MrsWadd,a46972555,01/10/2014,True,fever,"author_child, author"
1214,c2442116924,MKII,a46922794,01/14/2014,True,rash,author_child
1215,c2442144958,Rachael438,a47073088,01/14/2014,False,,
1216,c2442158881,TurquoiseFeathers,a47075005,01/14/2014,True,fussy,author_child
1217,c2442162234,emilysmom2012,a47077030,01/14/2014,False,,
1218,c2442162793,LAmama1011,a47077030,01/14/2014,True,fussy,author_child
1219,c2442216562,erink_109,a47081896,01/14/2014,True,"fever, pain","author, author_child"
1220,c2442474195,Weidnerbaby!,a47139877,01/16/2014,True,pain,author
1221,c2442834753,lovecaitlynz,a47203666,01/20/2014,True,reaction,author_child
1222,c2442966468,abbielou02,a47243344,01/21/2014,True,fussy,author_child
1223,c2443037494,Hungry&Hungrier,a47257732,01/21/2014,False,,
1224,c2443118025,lovemylily19,a47273527,01/22/2014,True,reaction,author_child
1225,c2443127873,greeneyesshine,a47274904,01/22/2014,True,reaction,"unclear, author_child"
1226,c2443649960,BucketONubbins,a47352772,01/26/2014,True,fever,unclear
1227,c2443795012,butterflyflutters13,a47406991,01/28/2014,False,,
1228,c2443806517,babypomy,a47403676,01/28/2014,True,lethargy,author_child
1229,c2444049626,sherryrandall1996,a47461774,01/30/2014,True,fussy,author_child
1230,c2444064915,newmommy531,a31928549,01/30/2014,True,regression,author_child
1231,c2444334160,Ealapp,a47505229,02/01/2014,True,"reaction, rash","unclear, author_child"
1232,c2444527704,KoalaKids,a47383927,02/03/2014,True,reaction,author
1233,c2444851073,NovemberAngel82,a47626747,02/05/2014,True,lethargy,unclear
1234,c2445169589,sfarrell3,a47683963,02/08/2014,False,,
1235,c2445190964,Kristar400,a47693332,02/08/2014,True,"rash, fussy",unclear
1236,c2445481925,ChristaTP,a47746663,02/11/2014,True,"pain, lethargy",author_child
1237,c2445575512,GanghamStyle,a47775619,02/12/2014,False,,
1238,c2445661491,GothicLuv,a47793052,02/12/2014,True,fever,author_child
1239,c2445686993,Jessiedlilyt,a47798389,02/13/2014,False,,
1240,c2445720635,jesshbab,a47805430,02/13/2014,True,fussy,author_child
1241,c2445726444,SuperSquirrel,a47639557,02/13/2014,True,reaction,author
1242,c2445747451,sf0032,a47810974,02/13/2014,True,pain,author
1243,c2445893247,xtraBBdst4me,a47838607,02/15/2014,True,fever,unclear
1244,c2446060558,Njmom2012,a47873221,02/16/2014,True,fever,unclear
1245,c2446193598,Marcella87,a47900482,02/17/2014,True,fussy,author_child
1246,c2446425163,MissIsis2014,a47948320,02/19/2014,True,seizure,others
1247,c2446717021,JessBear22,a48002110,02/22/2014,False,,
1248,c2447118422,jesshbab,a47683963,02/25/2014,True,diarrhea,author_child
1249,c2447153651,OregonMama1991,a48090889,02/26/2014,True,fussy,author_child
1250,c2447288464,PoohBaby22,a48125995,02/27/2014,True,pain,author_child
1251,c2447482082,Tmcklein,a48147685,02/28/2014,True,fever,author_child
1252,c2447521293,WalkersMommy2013,a48081187,03/01/2014,True,reaction,author
1253,c2447609231,cdnnurse1,a48189877,03/02/2014,True,fever,author_child
1254,c2447629594,jenn4774,a48172984,03/02/2014,True,"reaction, seizure",author_child
1255,c2447940532,kcdibona,a48236923,03/05/2014,True,reaction,author_child
1256,c2447969889,adrianclark53,a48265924,03/05/2014,True,allergic reaction,author
1257,c2448011084,Linzy Kelley,a48196303,03/05/2014,True,lump,author_child
1258,c2448941030,Exir,a48434647,03/14/2014,True,pain,author_child
1259,c2448956744,LittleMama0914,a48466417,03/14/2014,True,reaction,author_child
1260,c2449065178,princessa333,a48491731,03/16/2014,True,seizure,author_child
1261,c2449309270,jessicorr,a48467851,03/18/2014,True,pain,author
1262,c2449465528,kpnwmc,a48575464,03/19/2014,True,,author_child
1263,c2449873833,rachsmithlongman,a48651535,03/23/2014,True,,author
1264,c2449922333,JessPA12,a48663640,03/23/2014,True,fever,unclear
1265,c2450171501,Aubreyrhea,a48715903,03/26/2014,True,reaction,author_child
1266,c2450200481,BerkshireLiz,a48685540,03/26/2014,True,reaction,author
1267,c2450249049,destinymariephenix,a48729175,03/26/2014,True,warm,author_child
1268,c2450541687,joabino,a48767761,03/29/2014,True,reaction,author_child
1269,c2450573003,Superpt,a48794362,03/29/2014,True,fussy,unclear
1270,c2450730159,SlpngBeauty59,a48812191,03/31/2014,True,"fever, spot","unclear, author_child"
1271,c2450740604,There_She_Goes_Again,a48827344,03/31/2014,True,pain,author
1272,c2450839201,sarah.antoinette,a48847240,04/01/2014,False,,
1273,c2450883666,amglz,a48858556,04/01/2014,False,,
1274,c2450883778,Namommers,a48858556,04/01/2014,True,reaction,unclear
1275,c2451294818,emiliremo,a48934195,04/05/2014,True,lump,unclear
1276,c2451339829,Dzhessika,a48947962,04/05/2014,True,lethargy,author_child
1277,c2451586626,lovethelake,a48977509,04/08/2014,True,side effect,author_child
1278,c2451594830,beckums61989,a48977509,04/08/2014,False,,
1279,c2451627496,3AngelsAndABaby,a49006177,04/08/2014,True,"fever, rash",author_child
1280,c2451698889,ReReL,a49013359,04/09/2014,False,,
1281,c2451699340,ashlove0,a49013359,04/09/2014,True,fever,unclear
1282,c2451717227,dancemomof3,a49024654,04/09/2014,True,lethargy,author_child
1283,c2451885656,Mimi722119,a49056811,04/10/2014,True,"headache, pain",author
1284,c2451966723,carutt,a49072639,04/11/2014,True,pain,author
1285,c2452045461,kylesmama926,a49087447,04/12/2014,True,lethargy,author_child
1286,c2452087489,BadMoonRising,a49096225,04/12/2014,True,"lump, warm",author_child
1287,c2452098541,JessPA12,a49090258,04/12/2014,True,fever,author_child
1288,c2452187369,yngmom2+1,a49074484,04/13/2014,True,reaction,unclear
1289,c2452341239,Snowwolf80,a49147630,04/15/2014,True,pain,"author, unclear"
1290,c2452439442,NayMia,a49160359,04/16/2014,True,fussy,author_child
1291,c2452530356,purplegoo,a48791848,04/16/2014,True,reaction,"author, author_child"
1292,c2452763606,AllIWantIsYou2008,a49232590,04/19/2014,True,reaction,author
1293,c2452868896,JoyfulandTriumphant,a49231528,04/20/2014,True,pain,author_child
1294,c2453264901,CharlieGabbyMama,a49329184,04/24/2014,True,pain,author
1295,c2453435708,dreamgirl1970,a49368139,04/25/2014,True,"lump, pain",author_child
1296,c2453536935,HimAndMePlusThree,a49373449,04/26/2014,True,reaction,author_child
1297,c2453629163,Jordalicious,a49400698,04/27/2014,True,pain,author
1298,c2453984889,MissyHT3,a49470346,04/30/2014,True,reaction,unclear
1299,c2454059289,BlueNinja14,a49484524,04/30/2014,True,"fever, fussy","unclear, author_child"
1300,c2454074749,Mamalopresti,a49484524,04/30/2014,False,,
1301,c2454208179,arevans13,a49515604,05/02/2014,True,reaction,author
1302,c2454473086,hatucke,a49553884,05/04/2014,True,seizure,author_child
1303,c2454661641,jennii_jenn,a49600948,05/06/2014,False,,
1304,c2454876937,Mommy04312808,a49647652,05/08/2014,True,regression,author_child
1305,c2454944320,saray286,a49659430,05/08/2014,True,"pain, fussy","unclear, author_child"
1306,c2455169018,momoftwinboysll,a49700293,05/11/2014,True,pain,unclear
1307,c2455377259,FirstTimr,a49745212,05/13/2014,False,,
1308,c2455802793,MrsTurner3,a49830625,05/16/2014,True,reaction,author
1309,c2455988748,nikkimama79,a49869943,05/19/2014,True,reaction,others
1310,c2455999246,kmklkola,a49871569,05/19/2014,False,,
1311,c2456100707,lrd2013,a49892980,05/20/2014,True,rash,author_child
1312,c2456145491,kittsi,a49900861,05/20/2014,True,lethargy,unclear
1313,c2456241880,meghan1230,a49911121,05/21/2014,False,,
1314,c2456691667,pinkgiraffe84,a50010217,05/25/2014,True,lump,unclear
1315,c2456737900,MelindaDuering78,a50019784,05/26/2014,False,,
1316,c2456974306,Fruiteater2,a50060782,05/28/2014,True,fussy,unclear
1317,c2457211471,njjl,a50114974,05/30/2014,True,diarrhea,author_child
1318,c2457344424,Picklesnbeans,a50121430,05/31/2014,True,fever,unclear
1319,c2457639724,Tcw303,a50201689,06/03/2014,False,,
1320,c2457676329,Girlbits,a50204830,06/04/2014,True,rash,unclear
1321,c2457747222,Poppedrice,a50218837,06/04/2014,True,"fever, rash",author_child
1322,c2457910215,lovesweetlove,a50254795,06/06/2014,False,,
1323,c2458022663,SourLemon14,a50275768,06/07/2014,True,pain,"unclear, author"
1324,c2458055285,kcgrl0807,a50276434,06/07/2014,True,pain,unclear
1325,c2458073471,ashspurgeon,a50275768,06/07/2014,True,side effect,unclear
1326,c2458083596,GoldenOsetra,a50287960,06/07/2014,True,reaction,unclear
1327,c2458170296,Maj4e821,a50304313,06/08/2014,True,rash,author_child
1328,c2458173965,Mikahsmommy502,a50304313,06/08/2014,True,fever,unclear
1329,c2458205889,ninetnine,a50302624,06/09/2014,False,,
1330,c2458279686,Beachloving617,a50086486,06/09/2014,True,fever,author_child
1331,c2458399318,longtimewaiting2013,a50341390,06/10/2014,True,fever,unclear
1332,c2458435930,NOLAswmr,a50341390,06/11/2014,True,fever,author_child
1333,c2458503903,RobinsNest514,a50372965,06/11/2014,True,reaction,author
1334,c2458560867,LisaR75,a50370094,06/12/2014,True,"reaction, fever","unclear, author_child"
1335,c2458684663,DusksAngel,a50408623,06/13/2014,True,pain,author
1336,c2458864501,halcyonrx,a50431159,06/15/2014,True,reaction,unclear
1337,c2459091786,ginniej,a50490448,06/17/2014,True,fever,author_child
1338,c2459121273,saralb123,a50496151,06/17/2014,False,,
1339,c2459155661,LDR21,a35438095,06/18/2014,True,pain,author
1340,c2459236572,TeacherKat1,a50476693,06/18/2014,True,"fever, fussy",author_child
1341,c2459296828,Jennymommyto#5,a50521390,06/19/2014,True,"reaction, rash",author_child
1342,c2459382637,Lily Kaitlyn,a50532655,06/19/2014,True,reaction,unclear
1343,c2459397509,stephmignon,a50546365,06/20/2014,True,fussy,author_child
1344,c2459527467,AandDmom,a50568991,06/21/2014,True,reaction,author_child
1345,c2459838419,ChristyB1980,a50632015,06/24/2014,True,fussy,author_child
1346,c2459937236,cjblanton07,a50653798,06/25/2014,True,warm,author_child
1347,c2460033245,LoveToSew,a50658880,06/25/2014,True,reaction,author
1348,c2460118953,SFCaligirl,a50680363,06/26/2014,True,pain,unclear
1349,c2460199685,Amck0518,a50708938,06/27/2014,True,fever,author
1350,c2460511133,MamaBto3boys,a50763784,06/30/2014,True,allergic reaction,author_child
1351,c2460538287,stigsmottir,a50772106,06/30/2014,True,headache,author
1352,c2460590842,smithkidcentral,a50780527,07/01/2014,True,reaction,unclear
1353,c2460769972,babygc114,a50823949,07/02/2014,True,lethargy,author_child
1354,c2460893613,jandi10,a50434699,07/04/2014,True,fever,author_child
1355,c2460959619,Peanut2980,a50863666,07/05/2014,True,"fever, fussy, lethargy",author_child
1356,c2461036530,lilchicala123,a50880580,07/06/2014,True,reaction,author_child
1357,c2461132991,Lukesmomt21,a50658880,07/07/2014,True,spot,unclear
1358,c2461212577,DawnTinsley,a50658880,07/07/2014,False,,
1359,c2462153377,Mindy Gomes,a51102235,07/16/2014,True,allergic reaction,unclear
1360,c2462159392,Mumzyyy,a51102235,07/16/2014,True,fever,author_child
1361,c2462169690,TeacherMom0627,a51106828,07/16/2014,True,"fever, fussy",author_child
1362,c2462171700,MJ Blade,a51106828,07/16/2014,True,reaction,unclear
1363,c2462482291,Melsbels0819,a51163210,07/18/2014,False,,
1364,c2462505472,bettyspaghettie,a51170929,07/19/2014,True,fever,author_child
1365,c2462810473,Mama Aries,a51230161,07/22/2014,False,,
1366,c2463149558,Magster88,a51299566,07/24/2014,True,"fever, fussy",author_child
1367,c2463343945,Shellzbells,a51332206,07/26/2014,True,reaction,author
1368,c2463445014,scher3511,a51238381,07/27/2014,True,fever,author_child
1369,c2463590919,smithn890,a51381991,07/29/2014,True,pain,author
1370,c2463669808,253momma,a51398038,07/29/2014,True,reaction,unclear
1371,c2463825204,herewegoa,a51428791,07/31/2014,True,pain,author
1372,c2463846977,whyarewerunning,a51329431,07/31/2014,True,rash,author
1373,c2463888921,AndShe15,a51441283,07/31/2014,True,pain,unclear
1374,c2463934057,SuperMommy136,a51450205,07/31/2014,True,pain,author
1375,c2464138461,Sweetpea2k,a51486235,08/03/2014,True,fussy,author_child
1376,c2464277847,LilybugWannaMamma,a51515530,08/04/2014,True,fever,author_child
1377,c2464343318,HeatherDmama2B,a51531292,08/05/2014,True,lethargy,author_child
1378,c2464803431,DaMoinator,a51614638,08/08/2014,True,,author_child
1379,c2464822466,BabyAppel2,a51604972,08/09/2014,False,,
1380,c2465013629,amandasue35,a51662404,08/11/2014,True,pain,author
1381,c2465014485,martha217,a51662404,08/11/2014,True,pain,unclear
1382,c2465044215,BoulderBaby2014,a51668014,08/11/2014,True,pain,author
1383,c2465044534,Cassiesmomm,a51667945,08/11/2014,False,,
1384,c2465096369,Olivia Lilly,a51515530,08/11/2014,True,fever,author_child
1385,c2465199692,BeantownBaby2012,a51666358,08/12/2014,False,,
1386,c2466079871,parkersgirl85,a51769897,08/20/2014,False,,
1387,c2466107510,AnnaRN85,a51865096,08/21/2014,True,"lethargy, fussy",author_child
1388,c2466121449,calismommy2014,a51865096,08/21/2014,True,fever,author_child
1389,c2466415634,SPBK,a51926101,08/24/2014,True,reaction,author
1390,c2466517595,Tanzanit,a51316570,08/25/2014,True,fussy,unclear
1391,c2466630283,guamnic,a51965188,08/26/2014,True,seizure,author_child
1392,c2466867916,CarrieBailey2,a52012069,08/28/2014,True,reaction,unclear
1393,c2466874721,Csquareded,a52012474,08/28/2014,True,pain,author_child
1394,c2466991779,Mommybre23,a52036273,08/29/2014,True,fussy,author_child
1395,c2467115161,MustangW78,a52056007,08/30/2014,True,fussy,author_child
1396,c2467132457,4th_on_the_way,a52031662,08/30/2014,True,reaction,author_child
1397,c2467179171,JulyNPMama,a52064476,08/30/2014,True,spot,author_child
1398,c2467210482,NicoleLee_MommyToBe,a52068142,08/31/2014,True,reaction,author_child
1399,c2467754725,calismommy2014,a52177414,09/05/2014,True,fever,unclear
1400,c2467836156,jspecht,a52190221,09/05/2014,True,"fever, rash",author_child
1401,c2467848663,theanimalfarm,a52190431,09/05/2014,True,"reaction, seizure","author, author_child"
1402,c2467920197,Kristens1stlittlebug,a52205809,09/06/2014,True,pain,author
1403,c2468084546,whompingwillow,a52226947,09/08/2014,True,reaction,author_child
1404,c2468401335,M5misery,a52287598,09/11/2014,True,"skin reaction, lethargy",author_child
1405,c2468493827,mymiracleboy1,a52315633,09/11/2014,True,reaction,unclear
1406,c2468602634,Vickys241,a44644372,09/12/2014,False,,
1407,c2468729934,B.K.Sheahan,a52292284,09/14/2014,True,reaction,author_child
1408,c2468757979,gesmith3,a52362304,09/14/2014,True,fever,author_child
1409,c2468830915,chemistryteacher317,a52375993,09/15/2014,False,,
1410,c2468838519,FirstTimeMomKAD,a52377562,09/15/2014,False,,
1411,c2468941744,Jumper143,a52395829,09/16/2014,True,reaction,unclear
1412,c2469229708,hummingjay,a52451920,09/18/2014,False,,
1413,c2469285781,Nageto,a52453570,09/19/2014,True,reaction,author_child
1414,c2469712703,Ten28Twelve,a52468207,09/23/2014,True,regression,unclear
1415,c2470051620,sugarcrystal8,a52594585,09/26/2014,True,seizure,others
1416,c2470431299,2bsnspod,a52657834,09/30/2014,False,,
1417,c2470497692,Cassiemeru,a52657834,09/30/2014,True,"fever, reaction, fussy","author, author_child"
1418,c2470550337,JodyBoni,a52683076,10/01/2014,True,pain,author
1419,c2470600714,hopefulmommy101,a52701709,10/01/2014,True,reaction,author
1420,c2470698678,ShawnaS81,a52715470,10/02/2014,False,,
1421,c2470778283,SoellisMom,a52727236,10/02/2014,True,fussy,author_child
1422,c2470806497,mom2addycakes,a52737778,10/03/2014,True,"reaction, rash","unclear, author"
1423,c2470808848,LadyOnFire06,a52737778,10/03/2014,True,rash,author_child
1424,c2470848296,Lizzybethann7,a52745650,10/03/2014,False,,
1425,c2471463168,Kaul27,a52856530,10/09/2014,True,fussy,author_child
1426,c2471518513,eclairen,a52866913,10/09/2014,True,pain,unclear
1427,c2471538273,LovelyLittlePenguin,a52854046,10/10/2014,True,fever,author_child
1428,c2471612377,Taffy0623,a52866913,10/10/2014,False,,
1429,c2471726950,BabyHolden08,a52900345,10/11/2014,True,reaction,unclear
1430,c2471767760,TinaMc75,a52871020,10/12/2014,True,seizure,author_child
1431,c2471853084,MissCoffeePants,a52898680,10/13/2014,False,,
1432,c2471874045,seb827,a52812757,10/13/2014,True,fussy,author_child
1433,c2471994405,musicnursing,a52947130,10/14/2014,True,fussy,unclear
1434,c2472166902,NorthEasternMama,a52952950,10/16/2014,True,pain,author
1435,c2472168895,BlueberryQueen,a52981561,10/16/2014,True,seizure,author_child
1436,c2472394950,NAIsaiahFaith,a52957573,10/18/2014,True,fever,author_child
1437,c2472418264,arnoble,a52981432,10/18/2014,False,,
1438,c2472444228,jdlbabyboydec18,a53029003,10/18/2014,True,pain,author
1439,c2472450361,lovecourtneyC8,a53029003,10/18/2014,False,,
1440,c2472718910,kim_olivia,a53078713,10/21/2014,True,pain,unclear
1441,c2472785613,aerobaby,a53092348,10/22/2014,True,reaction,author_child
1442,c2472806052,brandi711,a53092348,10/22/2014,True,"seizure, regression",author_child
1443,c2472818930,pleasantmommy,a53089852,10/22/2014,True,allergic reaction,author_child
1444,c2472974899,NaturalMama007,a53089852,10/23/2014,True,reaction,author_child
1445,c2473439179,Ehayd,a53207518,10/28/2014,True,pain,author_child
1446,c2473439229,Nhardinandbump,a53207518,10/28/2014,True,fever,author_child
1447,c2473524587,sandybunny,a53221759,10/29/2014,True,"fever, fussy",author_child
1448,c2473585285,amanDUH123,a53231110,10/29/2014,True,runny nose,author_child
1449,c2473598843,mmm_cupcakes,a53220217,10/29/2014,False,,
1450,c2473648809,lmo913,a53114923,10/30/2014,True,reaction,author
1451,c2473774854,SnarkAtHomeMom,a53265910,10/31/2014,True,vomit,author
1452,c2474260984,mdelgrosso1314,a53348698,11/05/2014,False,,
1453,c2474528393,Paiselysmommy,a53399554,11/07/2014,True,reaction,author
1454,c2474610308,Mamabear83014,a53412847,11/08/2014,True,fever,unclear
1455,c2474873212,mylzma,a53451256,11/10/2014,True,pain,author_child
1456,c2474902376,saurorah,a49600948,11/11/2014,True,fever,author_child
1457,c2475008348,calimomoftwo,a53480431,11/12/2014,False,,
1458,c2475035980,SawKea12,a53493859,11/12/2014,False,,
1459,c2475073185,sotello5,a53480431,11/12/2014,True,diarrhea,author_child
1460,c2475092530,ftmtoaprincesss,a53503747,11/12/2014,False,,
1461,c2475357261,puncakes,a53547748,11/15/2014,True,fever,author_child
1462,c2475943039,babyblack636,a53652133,11/20/2014,True,lethargy,author_child
1463,c2475994727,421mom,a53654740,11/21/2014,True,rash,author_child
1464,c2476156616,ashu19,a53683258,11/22/2014,True,fever,author_child
1465,c2476235598,ShortySkillz,a53701567,11/23/2014,True,lump,author_child
1466,c2476278061,glimmerfun,a53655682,11/23/2014,True,pain,author
1467,c2476344889,Tallmama83,a53720755,11/24/2014,True,pain,author_child
1468,c2476536286,heheiknow,a53751712,11/26/2014,True,pain,author
1469,c2476752628,FirstTimer713,a53765815,11/29/2014,True,fever,author_child
1470,c2476837465,ShowDogMom,a53811673,11/30/2014,False,,
1471,c2477004674,ohanapecosh,a53842900,12/01/2014,False,,
1472,c2477084597,vwoolf22,a53858122,12/02/2014,True,reaction,author_child
1473,c2477231399,MrsF13,a53884249,12/03/2014,False,,
1474,c2477258164,nursemommy267,a53889328,12/04/2014,False,,
1475,c2477381514,Brina12,a53909974,12/05/2014,False,,
1476,c2477429291,Nolesome,a53917882,12/05/2014,True,pain,author_child
1477,c2477486228,tric29,a53926273,12/06/2014,True,"reaction, fever",author
1478,c2477503346,feb6baby,a53926330,12/06/2014,True,"headache, pain",author
1479,c2477633709,carebabybear,a53927635,12/07/2014,False,,
1480,c2477794758,josiahsmomme,a53967157,12/09/2014,True,fever,author_child
1481,c2477802091,mysticaltc,a53980648,12/09/2014,True,pain,author
1482,c2477909630,Marinfer,a53966698,12/10/2014,True,pain,author
1483,c2477984649,queenofh3arts,a54014206,12/10/2014,False,,
1484,c2477998316,ctilley7911,a54016714,12/10/2014,True,fussy,author_child
1485,c2478129463,Jewster51972,a54040495,12/12/2014,True,fussy,author_child
1486,c2478129760,firsttimemommy828,a54040495,12/12/2014,True,"fever, fussy",author_child
1487,c2478326410,bellareese,a54017899,12/14/2014,True,fever,author_child
1488,c2478339348,Whoopsie Now Three,a54077386,12/14/2014,True,fussy,unclear
1489,c2478538774,KellyAmberE,a54103156,12/16/2014,True,"fever, fussy",author_child
1490,c2478548471,MamaFunk13,a54103156,12/16/2014,True,"runny nose, fever",author_child
1491,c2478705457,OctoberDD,a54145930,12/17/2014,True,fussy,author_child
1492,c2478778233,Victoria_M1999,a54125395,12/18/2014,False,,
1493,c2479045148,zoemommytobe,a54204277,12/21/2014,True,fever,author_child
1494,c2479074957,RobinTenn,a54204277,12/21/2014,True,fever,author_child
1495,c2479205319,Sweetweets,a54232885,12/22/2014,True,pain,author
1496,c2479561829,naturgrl,a54287134,12/27/2014,True,seizure,author_child
1497,c2479582717,kriss_marie,a54302731,12/27/2014,False,,
1498,c2480141094,DragonPajamas,a54362002,01/02/2015,False,,
1499,c2480265423,hapai hopes,a54411976,01/03/2015,False,,
1500,c2480294919,Havannadaydream,a54423568,01/03/2015,True,"fever, vomit",unclear
1501,c2480305610,olivebee0921,a54426676,01/03/2015,True,reaction,author
1502,c2480602421,squeakygreenmom,a42211834,01/06/2015,True,"reaction, pain",author
1503,c2480669606,Lyns0217,a54492997,01/06/2015,False,,
1504,c2480679411,MeghanCarmen,a54491008,01/06/2015,True,fussy,author_child
1505,c2480708748,WalkersMommy2013,a54495589,01/06/2015,True,reaction,author
1506,c2481752968,mae1016,a54674743,01/15/2015,True,"fussy, lethargy",author_child
1507,c2481847838,theanimalfarm,a54688894,01/16/2015,True,injury,author
1508,c2482365540,hgood22,a54774709,01/20/2015,True,injury,author_child
1509,c2482485950,EveMarie4407,a54796300,01/21/2015,True,"reaction, fever",author_child
1510,c2482493254,Kjersti84,a54796180,01/21/2015,True,allergic reaction,others
1511,c2482503698,islayangel,a54796180,01/21/2015,False,,
1512,c2482625153,CALINOLAmommy,a54817894,01/22/2015,False,,
1513,c2482791204,Shamrock15,a54844111,01/23/2015,True,pain,"author, unclear"
1514,c2482858955,jasmine00red,a54855655,01/24/2015,True,lump,author_child
1515,c2482970468,MB219,a54874501,01/25/2015,True,reaction,author_child
1516,c2483068068,iluvmyboys26,a54887449,01/26/2015,True,fever,author_child
1517,c2483167317,rldc6f,a54908443,01/26/2015,True,fever,author_child
1518,c2483341250,Bramblett1,a54939169,01/28/2015,False,,
1519,c2483480927,Famfirst,a54858199,01/29/2015,True,reaction,unclear
1520,c2483505663,ShanDub,a54927052,01/29/2015,True,reaction,author
1521,c2483543967,Nicole11354,a54961669,01/29/2015,True,reaction,author_child
1522,c2483585499,DidYouHearAboutPluto,a54980188,01/30/2015,False,,
1523,c2483885612,NathaliaNova,a55028683,02/02/2015,True,fever,author_child
1524,c2484000491,Aidanarf,a55049416,02/03/2015,True,fever,author_child
1525,c2484034760,Pickle3737,a55044115,02/03/2015,True,rash,author_child
1526,c2484078500,ValleriK,a55063090,02/03/2015,True,reaction,author
1527,c2484140250,trinaliz,a55073533,02/04/2015,False,,
1528,c2484177357,BabysCoffee,a55077379,02/04/2015,True,reaction,author_child
1529,c2484228951,Rebeccalynne09,a55047253,02/05/2015,True,reaction,author
1530,c2484241194,Slipstream,a55087759,02/05/2015,True,seizure,author_child
1531,c2484264942,Katimeow,a55082002,02/05/2015,True,reaction,author
1532,c2484356122,sluedu09,a55103827,02/06/2015,True,pain,author
1533,c2484362360,greentea35,a55108279,02/06/2015,True,regression,author
1534,c2484434198,almondkd,a55115014,02/06/2015,False,,
1535,c2484441750,Avee123,a55077379,02/06/2015,True,reaction,unclear
1536,c2484685019,mora00,a55155019,02/09/2015,True,fussy,author_child
1537,c2484720771,hellooTiffany,a55165309,02/09/2015,False,,
1538,c2485018022,jenolala,a55044115,02/11/2015,True,"fussy, fever, spot",author_child
