,thread_title,thread_id
37894,Stress in utero,a27648117
37895,Side Effects of MMR?,a30503891
37896,Nurse gave my DS wrong shot!!!,a26642467
37897,Swollen lymph node in groin,a46019680
37901,Rotavirus Oral Vaccine,a40038331
37904,I think my baby has whopping (sp) cough,a40075450
37906,flu shots,a28774507
37909,shingles & chicken pox question...,a41492578
37910,Office nurse screwed up - WWYD?,a18916125
37919,Let's all talk here....,a33896674
37922,She can't stop crying and neither can I,a37336816
37924,LO got chicken pox...,a38690836
37927,Flu Shot & H1N1??? Need opinions before I take my little one to the doc,a17024995
37928,Going insane from research!,a50646223
37929,"Negative tests, bleeding like periods and yet pregnant?!",a49381663
37931,opinions please!!,a29501325
37932,What will your baby's vax schedule look like?,a14458525
37934,BTDT - Pediatrician vs. Family Dr.,a43496878
37935,Birth Plan ~ did I miss anything??,a32929330
37938,Due any day and my fiancé's been exposed to TB,a51920092
37940,Flu shot?,a31644345
37942,Will your LO be getting the Flu Vax?,a13735365
37945,Bump from vaccine still?,a19889115
37946,4 months old,a56865964
37947,combo shot...nervous,a25770715
37948,vac or non-vac?,a29204435
37951,"Anyone know much about chemtrails? Long, but would love input!",a21517319
37952,Calling all TRADITIONAL mommies...,a16679036
37955,Infecting my children with chicken pox question- SUPPORT ONLY,a7819405
37956,Chest x-ray is required,a34002958
37958,tell your four year olds...,a48496381
37959,Flu shot??,a44808208
37960,Natural Mommas October Thread,a1466125
37961,Paranoid Hypocrites,a21642789
37962,Lump from Vaccine?,a2378625
37966,Got the H1N1 Shot Today...,a17464185
37967,Vitamins for baby?,a44394115
37968,"OK, here it is.",a20268215
37970,Caffine anyone?,a29894609
37974,Hello August board.....,a22821457
37976,flu shots...opinions please!,a30327111
37978,Life Cycle of a Birth Board,a42938260
37979,"Chicken Pox Shot... Okay now I am kind of freaking out, need advice!",a26855389
37982,Brand spankin' new member... temperature question?,a60523420
37983,Fellow teachers (or others with opinion)- taking lo to school??,a56730226
37988,BTDTs: when do you have pediatrician appts after LO arrives?,a41813575
37989,Synagis?,a29379441
37990,If you have already pierced your little girls ears ....,a39066409
37991,Pounding headache - Tylenol while BF?,a51504205
37992,Whooping cough shot (Dtap),a38805709
37993,Shots and Antibiotics-Help!,a49974829
37994,no ibuprofen for 30 days?!,a54116329
37996,OT: Chickenpox question,a44664706
37997,"Breastfed baby, weird poop.",a55278715
37999,is it too much to expect people to disinfect their hands when touching the baby?,a11423605
38004,Are you getting the preservative free flu shot next month?,a44045329
38005,Rubella,a31392529
38007,Do's and Don'ts of Motherhood,a22843181
38011,anyone have newborn on standard?,a34569532
38013,Vaccines / Autism,a25814735
38014,Coxackie Viruse aka Hand Foot and Mouth Disease,a36444181
38015,Chicken Pox,a50872882
38016,Cycle of a BB,a49312936
38018,A touchy subject for NC moms,a53610640
38019,LO age: Weeks? or months?,a45703618
38021,Adjusted Vaccine Schedule?,a22266915
38022,Shots in the hospital,a48943060
38023,H1N1? Did you?,a18533505
38024,Lead testing?,a36583144
38025,Vaccinations & a child prior with Transverse Myelitis,a41412991
38028,pediatrician or family doc,a47256370
38029,Shots,a37670014
38031,Would it be rude,a46407838
38036,LO is sick:((( possible hfmd...,a35124637
38043,"""but you turned out ok""",a35465353
38044,rash = FPIES reaction?,a30446729
38046,"""Fired"" by your pediatrician for not vaccinating?",a31845745
38047,Why 2 months?,a30881917
38048,FRONTLINE: the vaccine war documentary.,a27768407
38050,How do you keep LO cool?,a58232029
38051,Whose GMIL/Grandma?,a29529743
38052,Flu shot for 6 month old really necessary?,a17736125
38053,No More Pelvic Rest. Woohoo!,a60128782
38054,Adult Immunizations,a47205004
38055,MMR (measles),a29775177
38056,Thoughts on vaccinations and alternative schedules?,a21479315
38058,HELP!!my lo has a cold!!,a63516247
38059,OT: Whooping Cough,a37633852
38060,"Whats the cause, debate",a29652125
38063,If you're NOT getting the flu shot.....,a29711509
38064,Introducing Ella and Me (better late than never!) PICS,a44598385
38068,"Is Jenny McCarthy helping or hurting ""the cause""?",a1813585
38069,anyone else concerned about....,a26721433
38070,Chicken pox,a52933093
38073,What vax did I get at the hospital,a52446766
38074,Are germs really that bad?,a21522587
38078,Vaccinations!? What!? Again!? He just had them las year...,a1562935
38079,Are we causing the allergy epidemic ?,a24543805
38083,...squishy faced placenta kisses,a42442111
38084,whooping cough question....,a31495631
38085,Question for those who by beef by the quarter/half cow,a39215827
38086,Am I overreacting?,a34968811
38089,Chicken Pox?,a26043819
38093,Wasn't his CHD that took him.,a33777694
38094,How long did your 2 month old stay fussy after getting his first shots?,a50906377
38097,"Going for 1 year shots today, please help!",a5141065
38098,why did my ped...,a53830687
38101,Headache from TDAP vaccine?,a32053229
38102,Baby shots ?!,a28170869
38104,Please help kill my zombie unicorn if it's needed!!!,a51256303
38107,Scared of Whooping Cough!!!,a45822793
38110,Green mucus in poop.,a49202725
38111,Chiropractor help?,a37843621
38114,Was planning to take announcement photos today but....,a65629654
38115,It should be illegal..,a46084444
38116,Who else had July 1st Babies an what time.,a29107459
38117,Flu,a65051830
38119,OT- Pregnant nurse fired for not getting flu shot,a46687822
38121,Submitting to DH when I don't believe it's right.,a11889185
38124,"28 weeks, anyone else always seem to have a cold?!",a30975811
38129,? Putting baby to bed- btdt moms,a53409892
38130,The Soap Box,a31751897
38131,kind of a hot topic - this week's SVU,a8708535
38134,Mil is on her way! Help,a39302050
38135,CNN: Rare sickness kills child!,a4699365
38136,IL's and babysitting: Vent!!,a32303873
38139,animals?,a36321712
38140,The life cycle of a birth board,a43634704
38141,Seizures? Possible Trigger -long w/photo,a34697512
38142,Doctor refuses to treat families of unvaccinated children,a26593253
38143,Sudden Food Allergies at 1 year old?,a62794918
38144,Whooping cough epidemic in California.,a23269711
38146,What Would You Do? (Sorry - Long),a52537837
38149,Anyone else have this experience?,a36805195
38150,do i need to call doc dtap reaction?,a54253687
38151,Nursing to sleep,a45817732
38153,Airplane,a47006407
38155,pertusis vacc anyone?,a35817481
38157,Bruising at vaccine site,a22434295
38159,Hey jerk store...,a23916471
38161,Infant vaccines may work better if given in afternoon,a30553217
38162,Woooohoo! Novice study replicates my proposed dissertation study!,a37744921
38163,Relatives acting like I'm insane... VENT!,a34764841
38164,Whooping cough shot anyone?,a24971647
38165,Oh dear Lord no...shots?!?,a42318529
38166,Lifecycle of a Birth Board,a31937085
38168,Is it safe to play with unvaccinated newborn pups?,a33824923
38171,Poll...I'm interested lol.,a13537225
38172,Q for non vaxing moms (NO DEBATE PLEASE),a30842993
38175,OT: House guests being inconsiderate! VENT,a32499085
38176,Keeping fingers crossed for H1N1 vaccine tomorrow,a17545215
38180,Nearly 1 in 3 pregnant women with H1N1 have died in U.S.,a16082085
38183,wtf is that?! pic,a45398722
38184,thinking about quitting physical therapy - your experience?,a43553653
38185,"For those that had the flu,",a40895944
38187,Antonio got the chickenpox. :'( update!,a27691893
38188,rotavirus vaccine question,a25113837
38189,Flu shot or no flu shot?,a39149977
38190,"2 mo shots, HELP!",a56758870
38193,Answered prayers,a35683060
38194,First baby,a42648313
38195,What to do about BIL FM attack?,a36371137
38197,Never had chicken pox?,a22435343
38201,How fast or slow do you inject it?,a44021236
38202,4 Month Stats,a28244845
38205,HN1H1 vaccines!,a17235925
38207,Weight Gain - Would you be concerned?,a63468142
38208,Pediatrician ok with limited vaccine plan?,a16305335
38209,"Got my pertussis/whooping cough booster! (possible trigger, idk, just don't want to get in trouble if it is)",a35309704
38210,Begging you to use bug spray on your WHOLE family!,a29186923
38211,Chickenpox lollipops,a30177519
38212,Anyone getting the H1N1 shot???,a21303515
38214,flu shot for baby poll,a24288843
38215,New - With a Question,a30531947
38217,"follow up to the ""they all think i am crazy"" post",a22428879
38219,On the brink of freaking out!!,a29909307
38220,FTM vs veteran mom,a44644294
38221,**Reflux in 2 month old please help!**,a62066881
38222,flu mist vaccine??,a14821065
38223,Anyone Limit LO's Activities Due to H1N1?,a18063675
38224,Tylenol before shots?,a49602895
38225,Debate thread,a32738783
38226,20 month DD and flu shot =(,a29623015
38229,Really worried what the pedi did today.,a28214239
38232,Should I get a booster?,a35426641
38233,really upset and need advice,a33565600
38236,H1N1 shot?,a16261385
38237,Today,a53910484
38239,Anyone else concerned,a32356505
38240,Maybe you will enjoy this:,a30085329
38244,Should I be nervous?,a32838085
38248,RotoVirus Vaccinaction - RotaTeq,a9487255
38250,Birth and HPV,a37589026
38253,"99 cent test users, ever heard of this?",a31799621
38257,Good Pediatrician in WestChase/Citrus Park/Oldsmar?,a40290970
38260,Must ask questions at pediatrician meet & greet?,a50066014
38262,Newborn procedures,a38063815
38263,My Doctor said NO to the flu shot.,a30750191
38264,Should I have to remind my OB?,a52116841
38265,LO Crying It Out,a32179709
38268,lifecycle of the birth boad let see how we are doing,a25942135
38269,To vax or not to vax....,a33761929
38270,"Flu shot? This has probably been talked about already, but I'm a newbie here :)",a29476701
38271,Low temp,a55156603
38273,Thought you guys might appreciate this 10 things they don't tell you after giving birth,a32111593
38274,Sigh... flu,a53919979
38276,finally a month old!,a32940289
38278,I forgot and need help!!!,a23876365
38280,Where are we now??,a23242123
38282,Pertussis?,a36436408
38284,High fever! Help...what could it be?,a38090422
38286,delayed vax schedule...not starting debate!,a32191091
38287,"Pertussis (whooping cough) outbreak here, how would you protect your newborn if not vaxing?",a21633701
38288,"Haha! Evil smile, I'm twisted and I'm not apologizing for it.. * Breastfeeding Rant*",a40648660
38289,H1N1 shots for those living at home with newborn,a21382867
38291,Bratty neighbor kids,a39845275
38292,no vax moms please reply,a25122801
38293,Chicken Pox,a32128841
38297,Should we visit family with Flu,a38738131
38304,Low weight baby,a43243741
38306,Chicken pox parties,a40509211
38308,Looking for H1N1 Vaccine?,a17057925
38310,SWINE FLU!!!!!,a16127175
38311,Appt today! Anyone else?,a47747929
38313,how to soothe baby after shots,a33576784
38314,parents already driving me crazy about the baby when he isn't even here yet,a46859191
38315,Switching peds @ 2.5 months?,a52247263
38316,Worming your kids,a26930669
38317,My friend is positive for TB but its inactive is it safe for my LO to be around her?,a48115705
38322,Does anyone have the link to that article...?,a46394815
38328,FluMist or Shot,a39859315
38329,How many???,a30345327
38330,Life Cycle of a Birth Board,a27780843
38331,Febrile seizure,a48470005
38332,Sick Mommies = Sick Babies?,a30562193
38335,Attacked by a stray kitten today,a37631686
38337,Rotateq... Did your baby get it?,a42715039
38341,Sad for my DS,a40420963
38342,vaccinations...what should I ask and know?,a10116625
38343,Holland Schmolland,a42915040
38344,I year stats =),a14872455
38349,"OT, I have never had chicken pox",a36358891
38352,Flu Shot-Are you getting one?,a24302189
38355,Is the whooping cough an epidemic?,a35331724
38356,baby wont take tylenol??,a44050702
38357,A little overboard?,a34267264
38359,Lexington pediatrician/family doctor,a17585805
38360,Who knows about chicken pox and babies??,a25478345
38362,"Just vax questions, I am completely neutral.",a30046891
38363,Contagion.,a29534609
38367,more on rationing - Dr Zeke,a13629315
38368,Reflux and Congestion,a29241453
38372,Avoiding Halloween because of H1N1?,a17156405
38373,what's wrong with a small baby?,a39982258
38374,My OB's answers to top questions!,a35740219
38375,Life Cycle of a Birth Board,a25333345
38376,Hospital tour :D,a43454536
38380,Childcare debate between DF and I.... opinions please?,a28940795
38381,h1n1/swine flu vaccine/shot - where to find it?,a17136585
38382,Good column on whooping cough,a36207322
38383,comparing the april birth club to ours...,a22946849
38384,? for non-vaxing mama's- regarding school,a29235697
38388,Unvaccinated mothers story,a46867489
38389,It happened...she rolled off the bed :(,a52421557
38393,Chicken Pox!,a32495041
38395,Post MMR Vax ---- Day 6 here,a25082447
38400,36 weeks and cat bite...,a40769392
38401,Vitamin K and the Eye treatment,a44367127
38402,So confused!! 7hr stretch to now 4??!,a27788711
38403,What happens to LO in the hospital?,a29803217
38405,measles and whooping cough!,a53149906
38406,Any Rh- moms?,a40450153
38407,disease spike lessened after vaccine,a20568565
38408,MMR Rash Misdiagnosed....,a31459261
38410,My Poor baby..,a39687214
38411,Extreme Diaper Rash!! PLEASE HELP!!,a45112009
38412,S/O Mandatory Flu Vax,a24647661
38414,What has your doc said about swine flu vaccine?,a14391535
38415,I have the sadz *Update*,a38507938
38416,:( LO in so much pain help!!,a41056903
38418,Please answer this H1N1 question...I was just ripped a new one!,a18164985
38419,Flu shot in early pregnancy?,a46949335
38422,Who Is On A Delayed Vacc Schedule,a40437148
38424,"swallow issues, anyone else's LOs?",a46400737
38425,About the Flu shot,a26167695
38428,Anyone else still hasnt taken LO for a 4 month checkup?,a39412174
38431,S/O: The Flu,a38423413
38433,Parvo in puppies UPDATE on page 3,a34085854
38435,Medical Expenses in the U.S.,a24353335
38436,Pertussis,a18730655
38438,prayers please...,a54518506
38440,Whooping cough questions? Anyone w/ experience please respond...need answers!,a26717307
38443,"It's wrong, and I shouldn't",a28318521
38445,night wakings - please help! UPDATE pg 2,a44466499
38446,Non-vaxing moms... does your health insurance call you?,a26334629
38448,My mom has shingles...,a44084140
38449,"Not trying to start a fight, simple question about vax",a23091149
38451,motrin vs. tylenol,a24904097
38452,Be aware. DS had a seizure after MMR!,a33356878
38456,pediatricians fort worth,a53839195
38457,danger of swne flu vaccine...plz watch it might open ur eyes!,a16764785
38459,Uncomfortable moment with OB makes appointment uncomfortable,a36209053
38460,OT- DD reaction to shots?,a39282142
38462,Sister Vent,a23565115
38464,Hep B Shot in hospital? Please answer,a38501929
38465,Need Help! Seperating Vaccines,a1466205
38467,Abortion and Products Derived From It,a8335485
38471,One year well visit and I have a question,a28361479
38473,Flu Shot!,a37693471
38475,6 month well visits..let's weigh in!,a27770813
38476,Application to your clique...,a21522613
38477,She had her shots today and isn't feeling well.,a60734248
38482,Pediatrician problem! Help!,a21420563
38483,Mamas of Girls who pierced their ears...,a46952095
38485,BF and Vaccines,a22492429
38486,The best Dr appt ever!!!,a35997142
38487,Whooping Cough Outbreak.....possible trigger,a36869734
38488,As suspected,a52850401
38494,Mean shot lady,a49284409
38498,Feeling feisty (long..),a37320793
38499,I hate shots,a45046981
38500,"A measles post (sorry, I'm a worried mama)",a55337647
38504,Are you worried about the whooping cough epidemic??,a23865337
38505,*Poll* Nurse being gross. Am I overreacting?,a44959642
38507,"i was a, and now i am.",a28861179
38511,HEP B SHOT ((FAIL))...!!!,a47663656
38512,Where are my non-vaxers at??,a24631701
38516,Results of H1N1 Studies on Pregnant Women?,a24397869
38519,S/O Vax thread question,a33901954
38520,roto virus vac,a28518385
38521,Flu Shot - Where to get it?,a36503128
38523,Chill Over the Swine Flu,a8626175
38524,Anyone doing Pox party? Where do you find them?,a9480285
38525,Let's Be Thankful *TRIGGER* UPDATE,a40397443
38526,Take lo to the doctor or no?,a47626312
38527,Symptoms/Side Effects of Nasal Flu Mist??,a29885233
38528,Infant Tylenol ..,a45931711
38529,Vaccines?,a16700005
38530,PSA: Keep your own medical records!,a31921527
38531,12 week apt- cant gain weight!,a44403217
38533,Does anyone know real pertussis cases?,a35221660
38535,Infection at Injection site,a54336865
38537,"ADVICE PLEASE. ""in laws"" disagree with my parenting choices. kind of a rant...",a32384173
38540,Now what?,a12504795
38545,Chicken pox.......Kinda long... worried??,a23242369
38546,Hepatitis A vaccine for Mexico?,a28036283
38547,WIC vent!,a27715083
38549,Just FYI :),a17763645
38550,H1N1 at my school! : (,a17001355
38551,Please stop telling me what to do!!!,a27125439
38553,"my personal vacc debate, proved right!(for me)",a26075117
38554,Circumcision Info against,a7875905
38555,won't see Dr until he's two months old.,a50588956
38556,Do you care?,a26599715
38557,one hour glucose screening test question!!!,a53083420
38558,Worried & Stressed,a48313423
38559,Hey pregnant mommas...are you planning on getting the H1N1 shot?,a19497545
38560,15 Month and the MMR shot........,a28444213
38561,piercing babies ears????,a40742929
38563,"The dreaded return of Flo, teeth, not enough weight gain, aaarrrgghhh",a17966135
38564,How old is old enough for ear piercing for your DD?,a26757267
38565,we survived :),a56523433
38566,Do I NEED an excuse?,a9899525
38568,Whooping cough?,a36212761
38570,Flu help!,a46504687
38574,ANGRY and need to know if I am right to complain to state board,a21994425
38576,Does anyone actually listen to their PED?,a23515855
38577,asthma free going on two months - with homeopathy,a39201046
38579,Things not to talk about on baby board!,a35430451
38580,BILS cut off!,a42104767
38586,Maybe some reassurance? :( long,a57587788
38588,Exhausted already...so worried about delivery/post-partum,a38905198
38589,So sad :( *controversial maybe?,a45988999
38591,Life Cycle of a Birth Board,a24403469
38592,Buzzy anyone? / other ideas welcome,a41579032
38593,Life cycle of the birth board,a42860782
38595,Famous persons that are CRUNCHY!,a21181217
38596,My baby doesn't look at me,a29993153
38597,How to tell we all love drama..,a34606381
38600,"Yeah, I am one of those moms rant",a28003521
38603,Looking for input - Hesitant to start 3yo DD on Flovent,a45048916
38604,can crazy change,a36413053
38605,Sad and upset,a34421134
38606,my last day BFing :(,a34701688
38608,Family Devastation Tonight,a2642665
38611,Who is willing to admit or not.. un vax kids.. sick often?,a27626485
38613,"NAD- ""pigeon toed"" after vax",a41564221
38614,Hospital will accomodate an NUCB mom if Dr orders it??,a30941655
38616,Pediatrician,a28108209
38621,The Doctors Today w/ Jenny McCarthy,a8937725
38622,6-Month Appointment Update! (pics!),a29785733
38623,you know you're done when this happens...,a26517821
38624,OT: Sprinkle...yay or nay?,a36082945
38627,FPIES and shots,a24945253
38628,How big is your 2 month old?,a23421171
38630,Please critique my birth preferences for twins,a34550938
38631,"flu shot, or no??",a36535474
38632,Flu and Whooping cough shots,a44889421
38633,We are cooling off *stolen must read*,a42708109
38634,H1N1 while 29 weeks pregnant (vent),a46710298
38635,Question from June 2011,a32803705
38636,Life Cycle of a Birth Board,a24765665
38637,Daycare and Fever: Debate my Situation,a28339555
38641,baby got the flu...,a61523182
38642,Non-vaxing parents help me out!,a29138235
38644,Inconsolable after 4-month vaccines?,a22314843
38647,autism develops in the womb.,a31758381
38650,Get rid of the cats?,a44514583
38651,whooping cough shot!,a53934517
38653,"Need Advice about Daycare ""Rules""",a28146779
38654,Talk to me about delayed vax/no vax and public school,a32814715
38662,Instagram users...,a41670571
38663,105?,a39268477
38665,SOOOO angry about health insurance...,a17414255
38668,Help!!! I'm locked up!,a50174995
38670,ear infections- DML,a49886116
38672,My poor wittle baby :-(,a33622933
38674,9 month check up question,a41432305
38676,Varicella immunity,a44168305
38678,Crazy Day/12 Month Checkup,a24026845
38680,Vaccines.....disturbing,a25832135
38681,Rethinking Vit K shot at birth,a29640113
38682,Vaccinations,a26017491
38684,Decisions on Procedures after birth?,a43575616
38686,Did vaccinations affect your LOs sleep pattern?,a3672135
38687,Anyone else???,a47714989
38689,"""Good luck with that...""",a29301005
38690,Help w/ budget...?,a35502598
38693,Sore arm,a57857119
38694,Measles outbreak???,a50668282
38695,What I do with MY child/what you do with YOUR child,a21088585
38699,glucola,a48388879
38700,Dr. Seymour Goldberg Pediatrician?,a31313633
38705,delayed 2 month appointment,a54280585
38707,SIDs? im confused,a43983697
38709,Thoughts on circumcision,a32772783
38710,To:TJ Question,a17762395
38713,Immunizations?,a34488997
38717,I made up my own parenting style....,a34028701
38718,2 month vaccinations,a30382083
38721,what do you all do when your kids have allergies?,a48331675
38725,where are my crunchy {Ds} moms at?,a42484369
38726,Lump where LO got Vaccinated. Should i b worried?,a39309577
38727,Chicken Pox scare WWYD?,a22296649
38729,Scared & worried,a51414796
38731,Swine Flu Shot??,a21487221
38732,Just b/c your pregnant.....,a29453511
38734,An exciting thought just hit me,a44514769
38735,I'm really looking for some support here!,a32289975
38736,Really interesting article on Autism and the amish,a30539233
38737,Are these 3 okay together?,a45228097
38738,My OB is better than your OB,a42178549
38740,2 month check up - horrible,a11617585
38741,when to take LO in?,a48076156
38742,Green poop,a58926898
38744,Getting depressed about my supply. Need help feeding 10 week old,a45082627
38747,TDAP,a40241737
38748,Post for people who haven't made up their minds...,a16291555
38750,Whooping Cough Question?,a23587809
38751,Am I wrong for not letting my mom see my baby?,a40271473
38755,Depressed about today's doctor's appt,a27539577
38756,"The terms ""granola mom"" and ""hippie""",a16910445
38760,Getting nails done. Should i be worried?,a63686230
38761,H1N1 during halloween ladies be careful(warning and rant all in one),a17631785
38762,Immunization reaction?,a41180803
38764,3 months increased spit up,a52280194
38766,Lifecyle of a birth board,a29589059
38771,A few questions from a FTM!,a37463830
38773,Exposed to chicken pox Saturday night,a31820301
38775,Cat bite while nursing.,a53198635
38776,Delayed Vax Schedule.....City of Chicago Insurance,a21693387
38777,Is diarrhea common after vaccinations??,a25236741
38781,Lifecycle of a birth board,a30795637
38782,O.T. I think my dog is really sick...I'm going to lose my mind,a33947572
38783,18 month appointment,a35387839
38785,She's progressing so fast!,a43837867
38789,When to let children around baby?,a47301217
38791,most important question regarding vaccines?,a15734485
38792,Help! 6 week old miserable!,a62111617
38793,Worried I have whooping cough...,a38518447
38796,1 year old Dr appt- so many shots? (poll),a28935521
38798,Stomach Bug,a63382300
38799,Would you have your LO get the Hep B vaccine if...,a15048145
38801,Cant stand SIL,a21990097
38803,To all Sushi eaters,a22063233
38804,international trip with infant,a46610686
38806,NICU Recovery Group,a39678178
38810,I think my ds has Rotovirus. Anyone else had it?,a25366697
38811,In law issues! VENT,a44491765
38812,Immunizations/Ovulating This Week,a26495277
38814,curiosity... not a debate,a29309659
38817,update on hayley - **Pertussis vxn was the culprit!**,a23734517
38820,Congenial Rubella Syndrome: Anyone Familiar?,a31414621
38821,LO vomited after immunizations,a39231529
38826,Ear Piercing...thoughts?,a35378896
38832,Not really a debate...more of a question for non-vaccinators...,a21272423
38835,2 year check up question,a48671341
38839,6 month check up stats,a33214942
38842,When should/could we take the baby for a stroll?,a33408880
38843,DD Sick Again (Vent),a38556469
38844,Sore from shots (NOT a debate),a48125995
38847,Malpractice lawsuit?- opinions,a32426471
38849,Got the H1N1 - Anybody notice anything weird after?,a18372525
38851,crunchy mommys,a32163953
38855,immunization?,a35149570
38856,11 days of diarrhea,a53007061
38857,Scary Day.,a30696317
38861,"Baby's first cold, 10 weeks... Advice BTDT's??",a55699924
38862,Was this wrong?,a2890545
38863,In-law vent.....,a34668919
38864,Baby Teething?,a21563905
38870,Seasonal Flu Vaccine,a18571975
38871,15 month check up!!!,a43223530
38872,I got bit!,a42456280
38875,6 month shots bad reaction!,a30490555
38880,Fever and crying after 2 month shots...,a54908443
38881,Any benefit in delaying vax till 6 months? A year?,a28299205
38883,2 month shots + sids link?,a30570317
38884,Beware of the flu shots,a1571495
38886,MMR - Starting to scare me,a35452423
38887,Pertussis - What's Your Plan? (Poll),a29541725
38888,So some people blame...,a34211527
38890,For Texaskatie from Okie ReRe -- The Cycle of a Birthboard!,a34616248
38892,new here-retraction issus,a43206394
38894,i had to talk to SD today. :( vent.,a22968637
38895,Message to all...Please read,a34100383
38896,"Winston Price.. help, please:)",a45284407
38898,Pertussis booster,a52238524
38899,Gluten free Oats/ Rice?,a44745757
38901,Anyone thinking of NOT getting the flu/swine shot?,a19493715
38903,Reaction or something else? Pics,a33498544
38904,Flu Shot- Will your LO get one this year? Poll,a29426343
38908,trigger! abortions and the price of life,a29705029
38909,weird but can I???,a53886061
38911,Tylenol & 2-month Shots,a16962325
38912,anyone switch to coconut milk? dd wont sleep,a43741999
38913,Baby exposed to the flu. What do I do now?,a39422515
38915,swine flu,a12743545
38917,Thoughts on online college?,a46930276
38918,H1N1 Mist for 12-year-old with UC?,a20446585
38919,Omg read this (((( warning its about SIDS!!,a23966215
38924,How many immunizations did your child get at your one year appointment?,a23147635
38926,Second cf clinic visit. Long and ranty.,a45375559
38927,Pertussis,a32305197
38928,Compare your birth plan to actual birth.,a30572357
38929,Updated (pg. 3): The Punches Keep Coming for Liam...,a26971951
38932,Rhogam shot?,a28284533
38937,Eczema already - 9 weeks?,a31671713
38939,Life cycles Of a Birth Board *Everyone Must Read!*,a32556337
38940,Nerves,a35487076
38941,Rh -?,a34087426
38943,15 month check-up,a32635095
38944,Anybody else LO hasn't gotten all their shots?,a29010379
38945,The case FOR circumcision.....,a23925221
38946,I am a...,a30451079
38947,April & May 2014 Birth Club,a49562278
38950,HATE that whooping couch commercial,a23308971
38951,Obscure question about breastfeeding that I really hope someone can answer,a39106246
38952,shots or not?,a38096482
38953,Ugh I HATE know it alls (vent),a42991165
38956,"Constant Asthma attacks, bronchitis, other bugs - please help",a47576434
38959,1cm dilated and 50% effaced! Excited!,a40636873
38960,105.6 degrees,a30898419
38961,what does your LO score?,a36293998
38963,A thought on overpopulation,a30278943
38968,For those who have Marchie and older lo's at home..,a50037679
38969,Pro-Vax in a Anti-Vax House- VENT,a16253225
38970,*Update* Admitted :(,a38949556
38972,"Who has ""already"" taken the H1N1, how did it go? (not for debate)",a16775245
38973,Things I am scared of... what are you scared of?,a26887493
38979,Broke my heart...,a40922359
38980,New Here,a44406517
38981,Baby has chicken pox...,a37603393
38983,36 wks PG - aggressive DS - help! (X posted),a54750814
38985,Flu immunization while PG,a23932591
38986,6 month stats,a6303805
38989,16 week appointment,a36762490
38990,Cold and Vaccines,a16163445
38991,read this story today about whooping cough...please read!,a32767837
38992,Pertussis!,a32306919
38995,4m shots.Fever. How long,a31478539
38997,Who's the freak show at the Dr's office?,a28792303
38998,Life of a bbc birth board.,a47755258
38999,he still has a fever :(,a37432975
39002,"Okay people, don't get carried away...",a25275285
39004,Interviewing a pediatrician seemed silly...,a32260681
39008,Is it worth it?,a17866485
39009,Tired and Fussy after chicken pox and DTaP vaccine?,a21674999
39010,whooping cough,a33515806
39011,Is it a start of chickenpox???,a50627635
39012,2 month shots questions.,a50942656
39013,breastfeeding and flu shots,a18301415
39014,Sick Dog,a42279067
39018,Someone abandoned dog in MY yard. WWYD?,a30987193
39019,Rethinking Vit K shot at birth,a29640073
39021,have any of you decided not to get your LO shots,a43151233
39022,Would you get your LOs tounge clipped now?,a39931420
39023,Another Freaking Out Post From Me.,a40953328
39024,Measles and Leukemia,a46779529
39027,just found this board just wanted to share my precious katalinas' story,a34758898
39028,Dr. K sorry to ask this again but I am a little sick over it..,a17576975
39030,Right dosage,a40109761
39032,1 yr old check-up questions,a42720421
39033,Mainstream vs Crunchy,a49312012
39035,Anyone else feel constantly insecure about mothering?,a32404129
39036,2-MONTH CHECKUP!,a2996775
39037,PLEASE READ- Questions reguarding what is allowed to be posted,a23461383
39039,"Trigger...article. ""Healthy babies don't just die""",a52725520
39040,Which would you prefer? RE: Shelter Adoptions,a33393949
39041,MMR Info. Whatcha got?,a29691115
39044,New baby and I are supposed to go home tomorrow and dd may have chicken pox!!!,a46002751
39048,Need Help: Has anyone in Austin ever refused the eye ointment and Vit K shot at their childs birth?,a39443224
39050,"Very Sad, and Very Very Long",a13480685
39051,Still don't know what it's like to have a sick kid.,a36601846
39052,Loosing my freaking mind!!,a34283836
39053,In-laws visiting for birth - DRAMA,a28003507
39055,who should i call,a42195169
39058,H1N1 Death,a16404765
39059,tdap reaction,a55871884
39061,If you got a flu shot while pregnant...,a47362576
39062,preggers and flu shot,a38810449
39063,Vaccines and autism,a16623785
39064,I wish I knew more moms...,a43008577
39065,New with question,a44916778
39068,Have you overcome your fears?,a46515331
39071,The Dr. Sears Vaccination book.......,a1890785
39073,? About the flu,a46542943
39074,What would you have done?,a29131677
39075,anyone not taking their LO to a pediatrician?,a27532887
39076,Please help! !,a48092749
39077,Things that make you go hmmm... (some ancedotal evidence that biomed is worthy of a look-see)...,a3205555
39079,Lifecycle of a birth board!,a33812857
39080,2 month shots,a52578313
39081,H1N1 in this year's flu shot,a24399395
39082,Flu Shot- preservative free?,a37206181
39084,Read Please,a18634445
39086,Got a question for all you moms,a24304495
39087,Government Health Care,a21516935
39089,"Shots tomorrow, need prayers...",a52165231
39090,Lifecycle of the birth board!,a33982363
39091,Help- is this a severe vaccine reaction?,a1297615
39092,Question about pediatrician/nurses,a31627439
39093,Preterm Labor? Need some advice from other moms.,a54130123
