,sent,c_id,comment_author,thread_id,comment_date,pattern_matched,text_short,negations,amod_subj_xcomp_lemma,amod_subj_xcomp_lower,compound_subj_xcomp_lemma,compound_subj_xcomp_lower,pos_subj_xcomp_lemma,pos_subj_xcomp_lower,subject_xcomp_lemma,subject_xcomp_lower,verb_xcomp_lemma,verb_xcomp_lower,verb_phrase_xcomp,verb_tense_xcomp,amod_subj_lemma,amod_subj_lower,compound_subj_lemma,compound_subj_lower,pos_subj_lemma,pos_subj_lower,subject_lemma,subject_lower,subject_active,verb_lemma,verb_lower,verb_phrase,verb_tense,dobj_amod_lemma,dobj_amod_lower,compound_dobj_lemma,compound_dobj_lower,pos_dobj_lemma,pos_dobj_lower,dobj_lemma,dobj_lower
6762,"if we are at an appointment where he is getting shots the doctor will just say to me ""we are just doing x, y, z today"" and confirms that we still want to follow that schedule.",c2371803204,ChucklesMom,a31455729,01/31/2012,schedule_noun,we still want to follow that schedule,1,,,,,,,we,we,want,want,want,PresentSimple,,,,,,,,,,follow,follow,to follow,Infinite,,,,,,,schedule,schedule
6763,and his mmr shot has been delayed until he turns 3.,c2371803204,ChucklesMom,a31455729,01/31/2012,delay_verbs,his mmr shot has been delayed,1,,,,,,,,,,,,,,,mmr,mmr,his,his,shot,shot,PASSIVE,delay,delayed,has been delayed,PresentPerfect,,,,,,,,
6764,you can google the dr sears book about a delayed schedule,c2510941538,heather388,a59453230,10/10/2015,schedule_noun,you can google the dr sears book about a delayed schedule,1,,,,,,,,,,,,,,,,,,,you,you,ACTIVE,google,google,can google,Conditional,delay,delayed,,,,,schedule,schedule
6765,"shandapanda, i do not think you can build immunity to the chicken pox without actually having it... having said that we are vaccinating and on schedule.",c2050101152,bjnsga,a12558375,07/27/2009,schedule_noun,we are vaccinating and on schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,vaccinate,vaccinating,are vaccinating,PresentContinuous,,,,,,,schedule,schedule
6766,"well, i did not exactly have a legitimate medical reason when i decided to delay and selectively vaccinate my children, though.",c2384162571,Carolyn227,a33684778,05/27/2012,delay_verbs,i decided to delay,1,,,,,,,i,i,decide,decided,decided,PastSimple,,,,,,,,,,delay,delay,to delay,Infinite,,,,,,,,
6767,i would strongly advise following the cdc's recommended schedule.,c2583720787,EthelAndFred,a72639781,02/26/2019,schedule_noun,i would strongly advise following the cdc's recommended schedule,1,,,,,,,i,i,advise,advise,would advise,Conditional,,,,,,,,,,follow,following,following,Gerundive,recommend,recommended,,,cdc,cdc,schedule,schedule
6768,my child and other future children will be fully vaccinated on schedule.,c2571889558,nurseymama779,a69305135,05/17/2018,schedule_noun,my child and other future children will be fully vaccinated on schedule,1,,,,,,,,,,,,,,,,,my,my,child,child,PASSIVE,vaccinate,vaccinated,will be vaccinated,Future,,,,,,,schedule,schedule
6769,i think we will delay a week or two in between for peace of mind at least.,c2501318245,2015maybaby,a57866698,07/10/2015,delay_verbs,we will delay,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,delay,delay,will delay,Future,,,,,,,,
6770,"i will also be giving other vaccines on a spaced out, delayed schedule.",c2189453447,JKarras,a23682985,07/27/2010,schedule_noun,"i will also be giving other vaccines on a spaced out, delayed schedule",1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,give,giving,will be giving,Future,delayed,delayed,,,,,schedule,schedule
6771,most doctor offices follow that schedule.,c2574582340,em5085,a69716795,07/17/2018,schedule_noun,most doctor offices follow that schedule,1,,,,,,,,,,,,,most,most,doctor,doctor,,,office,offices,ACTIVE,follow,follow,follow,PresentSimple,,,,,,,schedule,schedule
6772,we do all shots according to the schedule.,c2391967699,nejabear,a35587453,08/10/2012,schedule_noun,we do all shots according to the schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,do,do,do,PresentSimple,,,,,,,schedule,schedule
6773,"i do understand the risk of developing an infectious disease is small, but it has not a necessary risk... my one child does have some allergies, and he cannot receive all of his vaccines, while others are on a modified schedule.",c2450347698,AllieLynn1985,a48743161,03/27/2014,schedule_noun,others are on a modified schedule,1,,,,,,,,,,,,,,,,,,,other,others,ACTIVE,be,are,are,PresentSimple,modify,modified,,,,,schedule,schedule
6774,"went over quite a bit during the first appointment, and myself and my dear husband agreed that we would get him vaccinated - mostly because we were both vaccinated, and the rest of our families have always had them on schedule.",c2339135552,amourdesole,a27602131,05/09/2011,schedule_noun,rest of our families have always had them on schedule,1,,,,,,,,,,,,,,,,,,,rest,rest,ACTIVE,have,had,have had,PresentPerfect,,,,,,,schedule,schedule
6775,"i breastfeed, i cloth diaper, i am aware of the foods my children eat, i delay vax.",c2360743281,Tiffany***,a29682785,10/04/2011,delay_verbs,i delay vax,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,delay,delay,delay,PresentSimple,,,,,,,vax,vax
6776,i have been super worried about them and keep delaying them.,c2570194073,Kaylaczap,a69040261,04/09/2018,delay_verbs,i have been super worried about them and keep delaying them,1,,,,,,,i,i,keep,keep,keep,Infinite,,,,,,,,,,delay,delaying,delaying,Gerundive,,,,,,,them,them
6777,i delayed vacs with all three of my kids.,c2438826213,Epps5,a46352911,12/12/2013,delay_verbs,i delayed vacs,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,delay,delayed,delayed,PastSimple,,,,,,,vacs,vacs
6778,so we are still about two months behind schedule but will be caught up by one year.,c2071462217,nancynaeve,a16678415,10/13/2009,schedule_noun,we are still about two months behind schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,be,are,are,PresentSimple,,,,,,,schedule,schedule
6779,that is good that they are spacing them out and just doing one a day.,c2071462217,nancynaeve,a16678415,10/13/2009,delay_verbs,they are spacing them,1,,,,,,,,,,,,,,,,,,,they,they,ACTIVE,space,spacing,are spacing,PresentContinuous,,,,,,,them,them
6780,i am also considering the alternative schedule.,c2322063674,shana2011,a27021029,03/28/2011,schedule_noun,i am also considering the alternative schedule,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,consider,considering,am considering,PresentContinuous,alternative,alternative,,,,,schedule,schedule
6781,my doctor has no problem with my kids being on a selectively delayed schedule.,c2357760009,galliardmoon,a29214887,09/01/2011,schedule_noun,my kids being on a selectively delayed schedule,1,,,,,,,,,,,,,,,,,my,my,kid,kids,ACTIVE,be,being,being,Gerundive,delay,delayed,,,,,schedule,schedule
6782,"i realized many, many of my close friends are at best vaccine skeptical, and no one i knew well enough to discuss this with was not delaying or selectively vaxing.",c2360016025,ecr319,a29347687,09/26/2011,delay_verbs,one i knew well enough to discuss this with was not delaying,-1,,,,,,,,,,,,,,,,,,,one,one,ACTIVE,delay,delaying,was delaying,PastContinuous,,,,,,,,
6783,we vax on schedule except that i did not have my dd get the gardasil vax at age 8 when they first tried to give it to her.,c2387397046,charbroiledbrat,a33006100,06/27/2012,schedule_noun,we vax on schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,vax,vax,vax,PresentSimple,,,,,,,schedule,schedule
6784,i delay a couple but my three yr old is fully vaxed and so is the baby.,c2387050237,StierBri,a34365211,06/24/2012,delay_verbs,i delay a couple,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,delay,delay,delay,PresentSimple,,,,,,,couple,couple
6785,you can google the cdc vaccine schedule.,c2583293647,Alliemn,a71356597,02/15/2019,schedule_noun,you can google the cdc vaccine schedule,1,,,,,,,,,,,,,,,,,,,you,you,ACTIVE,google,google,can google,Conditional,,,"cdc, vaccine","cdc, vaccine",,,schedule,schedule
6786,"i am am 100% pro vaccinations and vaccinate on the recommended schedule but popper, i do not like your ped!",c2502852220,fortylove,a58098529,07/25/2015,schedule_noun,vaccinate on the recommended schedule,1,,,,,,,,,,,,,,,,,,,,,PASSIVE,vaccinate,vaccinate,vaccinate,Infinite,recommend,recommended,,,,,schedule,schedule
6787,we are following his alternative schedule with some exceptions.,c2230845661,ctn780,a24812407,10/23/2010,schedule_noun,we are following his alternative schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,follow,following,are following,PresentContinuous,alternative,alternative,,,his,his,schedule,schedule
6788,we are delaying polio.,c2230845661,ctn780,a24812407,10/23/2010,delay_verbs,we are delaying polio,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,delay,delaying,are delaying,PresentContinuous,,,,,,,polio,polio
6789,"i am not telling you not to vaccinate or not to on schedule, but many doctors have very similar opinions about vaccinations and have been taught the same things.",c2230845661,ctn780,a24812407,10/23/2010,schedule_noun,i am not telling you not to vaccinate or not to on schedule,-1,,,,,,,i,i,tell,telling,am telling,PresentContinuous,,,,,,,,,,vaccinate,vaccinate,to vaccinate,Infinite,,,,,,,schedule,schedule
6790,"fortunately, the ped we are now going to was very open to discussing vacs with me and ultimately following the schedule i wanted.",c2230845661,ctn780,a24812407,10/23/2010,schedule_noun,following the schedule,1,,,,,,,,,,,,,,,,,,,,,PASSIVE,follow,following,following,Gerundive,,,,,,,schedule,schedule
6791,"i am not telling you to vaccinate or not or to delay or follow a different schedule than is recommended, but you need to do your research and determine what is right for your child.",c2230845661,ctn780,a24812407,10/23/2010,schedule_noun,follow a different schedule,1,,,,,,,,,,,,,,,,,,,,,PASSIVE,follow,follow,follow,Infinite,different,different,,,,,schedule,schedule
6792,"i am not telling you to vaccinate or not or to delay or follow a different schedule than is recommended, but you need to do your research and determine what is right for your child.",c2230845661,ctn780,a24812407,10/23/2010,delay_verbs,delay,1,,,,,,,,,,,,,,,,,,,,,PASSIVE,delay,delay,to delay,Infinite,,,,,,,,
6793,i was making that suggest for anyone concerned of requirements for entering school or why people choose to delay,c2519461194,jaylee1104,a60818284,01/05/2016,delay_verbs,people choose to delay,1,,,,,,,people,people,choose,choose,choose,PresentSimple,,,,,,,,,,delay,delay,to delay,Infinite,,,,,,,,
6794,"my son got all of his vaccines on schedule, and these babies will, too.",c2564245670,thingwithwings,a68034718,11/28/2017,schedule_noun,my son got all of his vaccines on schedule,1,,,,,,,,,,,,,,,,,my,my,son,son,ACTIVE,get,got,got,PastSimple,,,,,,,schedule,schedule
6795,with the exception of the first hep b vaccine at birth we vaccinate on schedule.,c2417155564,sfkat,a41411299,04/17/2013,schedule_noun,we vaccinate on schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,vaccinate,vaccinate,vaccinate,PresentSimple,,,,,,,schedule,schedule
6796,i do understand spacing out vaccines or not vaccinating for medical reasons (i.e.,c2417155564,sfkat,a41411299,04/17/2013,delay_verbs,i do understand spacing out vaccines,1,,,,,,,i,i,understand,understand,do understand,PresentSimple,,,,,,,,,,space,spacing,spacing,Gerundive,,,,,,,vaccine,vaccines
6797,i would stick with the recommended schedule.,c2553123728,RedElisa,a66180352,04/14/2017,schedule_noun,i would stick with the recommended schedule,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,stick,stick,would stick,Conditional,recommend,recommended,,,,,schedule,schedule
6798,i think a lot of us are but the board is pretty pro vax and cdc schedule - check out the non and delayed and select vax board,c2373107830,NoanaBaby,a31671611,02/13/2012,schedule_noun,schedule - check,1,,,,,,,,,,,,,,,,,,,,,PASSIVE,check,check,check,Infinite,,,,,,,schedule,schedule
6799,your toddler should already be getting the dtap from his and her pediatrician if you are vaccinating on the normal cdc schedule.,c2559484515,Tiz2016,a67217614,08/14/2017,schedule_noun,you are vaccinating on the normal cdc schedule,1,,,,,,,,,,,,,,,,,,,you,you,ACTIVE,vaccinate,vaccinating,are vaccinating,PresentContinuous,normal,normal,cdc,cdc,,,schedule,schedule
6800,many vaccines we are delaying but there are some we are foregoing.,c2063147125,Awaited Pregnancy,a15080915,09/14/2009,delay_verbs,we are delaying,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,delay,delaying,are delaying,PresentContinuous,,,,,,,,
6801,always on schedule unless my child is sick.,c2545424188,Mommaofboys13,a64939450,12/02/2016,schedule_noun,schedule unless my child is,1,,,,,,,,,,,,,,,,,my,my,child,child,ACTIVE,be,is,is,PresentSimple,,,,,,,schedule,schedule
6802,i vax on schedule.,c2086133819,xxchanticleerxx,a19044385,11/27/2009,schedule_noun,i vax on schedule,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,vax,vax,vax,PresentSimple,,,,,,,schedule,schedule
6803,i will always keep my children vaccinated on cdc schedule.,c2368475334,kristen_jeff,a30916737,12/29/2011,schedule_noun,my children vaccinated on cdc schedule,1,,,,,,,,,,,,,,,,,my,my,child,children,ACTIVE,vaccinate,vaccinated,vaccinated,PastParticipe,,,cdc,cdc,,,schedule,schedule
6804,"and i would probably delay his shots as well, but my husband is in the navy and we are headed over seas.",c2181323161,shyspy20,a23427481,07/10/2010,delay_verbs,i would probably delay his shots,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,delay,delay,would delay,Conditional,,,,,his,his,shot,shots
6805,my daughter was vaccinated on schedule.,c2437150944,RaeleneC,a45979657,11/23/2013,schedule_noun,my daughter was vaccinated on schedule,1,,,,,,,,,,,,,,,,,my,my,daughter,daughter,PASSIVE,vaccinate,vaccinated,was vaccinated,PastPassive,,,,,,,schedule,schedule
6806,if you are delaying the vaccine i think that is fine.,c2490455921,jleskiw,a56100928,03/31/2015,delay_verbs,you are delaying the vaccine,1,,,,,,,,,,,,,,,,,,,you,you,ACTIVE,delay,delaying,are delaying,PresentContinuous,,,,,,,vaccine,vaccine
6807,people space vaccines out all of the time.,c2490455921,jleskiw,a56100928,03/31/2015,delay_verbs,people space vaccines,1,,,,,,,,,,,,,,,,,,,people,people,ACTIVE,space,space,space,PresentSimple,,,,,,,"vaccine, all","vaccines, all"
6808,"this occurred in britain, but shows how seizures after early vaccine doses can be indicative there is abnormal reaction going on, and delaying or stopping shots for a while might be wise.",c2023731711,aluminumfree,a6690255,03/18/2009,delay_verbs,delaying,1,,,,,,,,,,,,,,,,,,,,,PASSIVE,delay,delaying,delaying,Gerundive,,,,,,,,
6809,we vax on schedule because for us the benefits outweighed the risks.,c2418942530,jlove38,a41812015,05/05/2013,schedule_noun,we vax on schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,vax,vax,vax,PresentSimple,,,,,,,schedule,schedule
6810,i was pro vax but amy had a bad reaction to her 4 month ones so i might delay for this one.,c2387740174,AmysMammy,a34533256,06/30/2012,delay_verbs,i might delay,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,delay,delay,might delay,Conditional,,,,,,,,
6811,"many of the pediatricians in my area require patients to follow the cdc vaccination schedule, which is a list of vaccinations given at the hospital, 2m, 4m, 6m, etc.",c2492049280,squeakygreenmom,a56339503,04/14/2015,schedule_noun,many of the pediatricians in my area require patients to follow the cdc vaccination schedule,1,,,,,,,many,many,require,require,require,PresentSimple,,,,,,,,,,follow,follow,to follow,Infinite,,,"vaccination, cdc","vaccination, cdc",,,schedule,schedule
6812,"when i had my last baby my gut screamed at me that i needed to delay, to research.",c2521045108,sfarrell3,a61002853,01/20/2016,delay_verbs,i needed to delay,1,,,,,,,i,i,need,needed,needed,PastSimple,,,,,,,,,,delay,delay,to delay,Infinite,,,,,,,,
6813,cdc says 12-18 months for first dose on their schedule.,c2582581935,paristopez,a71233081,01/30/2019,schedule_noun,cdc says 12-18 months for first dose on their schedule,1,,,,,,,,,,,,,,,,,,,cdc,cdc,ACTIVE,say,says,says,PresentSimple,,,,,their,their,schedule,schedule
6814,i would delay until little one is over the cold.,c2113349638,drearina,a21552997,02/08/2010,delay_verbs,i would delay,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,delay,delay,would delay,Conditional,,,,,,,,
6815,i know dr carl hildebrandt at east side pediatrics will accept alternative vaccine schedule.,c2472315749,MommyBeeQueen,a50570416,10/17/2014,schedule_noun,carl hildebrandt at east side pediatrics will accept alternative vaccine schedule,1,,,,,,,,,,,,,,,"carl, dr","carl, dr",,,hildebrandt,hildebrandt,ACTIVE,accept,accept,will accept,Future,alternative,alternative,vaccine,vaccine,,,schedule,schedule
6816,we are on the standard schedule though just fyi.,c2472315749,MommyBeeQueen,a50570416,10/17/2014,schedule_noun,we are on the standard schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,be,are,are,PresentSimple,standard,standard,,,,,schedule,schedule
6817,i was told prior to choosing ped that this is the shot schedule and i can not come if i disagree.,c2389071276,kaybuzz,a34877404,07/13/2012,schedule_noun,this is the shot schedule,1,,,,,,,,,,,,,,,,,,,this,this,ACTIVE,be,is,is,PresentSimple,,,shot,shot,,,schedule,schedule
6818,"anyone who wants to understand more about why people delay vax, pan me.",c2044228110,EasyComeEasyGo,a11389975,07/01/2009,delay_verbs,people delay vax,1,,,,,,,,,,,,,,,,,,,people,people,ACTIVE,delay,delay,delay,PresentSimple,,,,,,,vax,vax
6819,at least that is not why i delayed.,c2044228110,EasyComeEasyGo,a11389975,07/01/2009,delay_verbs,i delayed,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,delay,delayed,delayed,PastSimple,,,,,,,,
6820,all the diseases that used to kill people prior to immunizations are making a comeback because people are refusing or delaying shots.,c2552554070,KitCat022117,a66028948,04/04/2017,delay_verbs,people are refusing or delaying shots,1,,,,,,,,,,,,,,,,,,,people,people,ACTIVE,delay,delaying,delaying,Gerundive,,,,,,,shot,shots
6821,but she has open to selective or slightly delay vax.,c2219389275,kb808,a24540261,10/02/2010,delay_verbs,delay,1,,,,,,,,,,,,,,,,,,,,,PASSIVE,delay,delay,delay,Infinite,,,,,,,,
6822,i suggest you do some research on vaccinations and a delayed schedule because ultimately it is your choice.,c2430043525,crystalunicorn19,a44380480,09/05/2013,schedule_noun,you do some research on vaccinations and a delayed schedule,1,,,,,,,,,,,,,,,,,,,you,you,ACTIVE,do,do,do,PresentSimple,delayed,delayed,,,,,schedule,schedule
6823,that is why i choose to delay and selectively vax.,c2441105675,firsttimemom813,a46830169,01/05/2014,delay_verbs,i choose to delay,1,,,,,,,i,i,choose,choose,choose,PresentSimple,,,,,,,,,,delay,delay,to delay,Infinite,,,,,,,,
6824,my ped told me that she was okay with me not vaccinating as long as three criteria were met: 1) breastfeeding 2) no daycare 3) not going oversees i will be doing a delayed schedule starting after my little one is at least 3 years old.,c2418773868,blanquitanation,a41774650,05/03/2013,schedule_noun,i will be doing a delayed schedule,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,do,doing,will be doing,Future,delay,delayed,,,,,schedule,schedule
6825,everybody vaccinates on schedule and there is no hysteria about vaccination.,c2395792189,Botafogo,a36514516,09/18/2012,schedule_noun,everybody vaccinates on schedule,1,,,,,,,,,,,,,,,,,,,everybody,everybody,ACTIVE,vaccinate,vaccinates,vaccinates,Undetermined,,,,,,,schedule,schedule
6826,we do a delayed schedule.,c2494505325,DiamondSmash,a56764285,05/07/2015,schedule_noun,we do a delayed schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,do,do,do,PresentSimple,delay,delayed,,,,,schedule,schedule
6827,"so, if your fear is your 7 yr old coming in contact with someone that has not been fully vaccinated, delayed or otherwise, it might be unfounded.",c2008658162,booprn,a1795775,10/23/2008,delay_verbs,"that has not been fully vaccinated, delayed",-1,,,,,,,,,,,,,,,,,,,that,that,PASSIVE,delay,delayed,delayed,PastParticipe,,,,,,,,
6828,"hippo- we selectively vax, and on a staggered schedule so lo isnt getting more than one at a time and to answer your other question, op, it is a fact that vaccines pose risks.",c2422504374,yin69yang,a42599653,06/12/2013,schedule_noun,staggered schedule so lo isnt getting,-1,,,,,,,,,,,,,,,,,,,lo,lo,ACTIVE,get,getting,is getting,PresentContinuous,staggered,staggered,,,,,schedule,schedule
6829,i will vaccinate on whatever schedule i want because it has my child.,c2504819471,OneGirlandOneBoy,a58449142,08/13/2015,schedule_noun,schedule i want,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,want,want,want,PresentSimple,,,,,,,schedule,schedule
6830,"i vax my son on schedule, but i know full well the issues with vaxes, and i do not think that any parent should have to vax their child against their better judgment.",c2096930219,lifescholar,a231315,12/27/2009,schedule_noun,i vax my son on schedule,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,vax,vax,vax,PresentSimple,,,,,,,schedule,schedule
6831,"i feel the same way, havent gotten my lo his 2 mth shots yet and might be delaying until hes 2 years old after what ive read.",c2477052150,Happy2284,a53848498,12/02/2014,delay_verbs,delaying,1,,,,,,,,,,,,,,,,,,,,,PASSIVE,delay,delaying,might be delaying,Undetermined,,,,,,,,
6832,yes i will be vaccinating on schedule.,c2524467326,Luckyducky135,a61624942,02/24/2016,schedule_noun,i will be vaccinating on schedule,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,vaccinate,vaccinating,will be vaccinating,Future,,,,,,,schedule,schedule
6833,i delayed vaccines for my od until she was 2 yr old then did a select few .,c2505068075,sfr0664,a58500103,08/15/2015,delay_verbs,i delayed vaccines,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,delay,delayed,delayed,PastSimple,,,,,,,vaccine,vaccines
6834,both my girls are right on schedule wit their vaccinations by the way.,c2036934752,D&G1019,a9792295,05/28/2009,schedule_noun,my girls are right on schedule,1,,,,,,,,,,,,,,,,,my,my,girl,girls,ACTIVE,be,are,are,PresentSimple,,,,,,,schedule,schedule
6835,long explanation but we are spacing out vaccines until our baby's immune system gets stronger.,c2561375607,TwinkleSpring,a67544440,09/24/2017,delay_verbs,we are spacing out vaccines,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,space,spacing,are spacing,PresentContinuous,,,,,,,vaccine,vaccines
6836,i understand taking mitigations against the raised concerns like ordering your own vax's or delaying...but for some of the life-threatening or dibilatating diseases we vax against i am in full support!,c2160175521,Hollygolitey,a22852061,05/23/2010,delay_verbs,delaying,1,,,,,,,,,,,,,,,,,,,,,PASSIVE,delay,delaying,delaying,Gerundive,,,,,,,,
6837,they delay shots in many countries till 2 years saying that the bad reactions with shots happen far less.,c2015699941,brownz5,a4512115,01/20/2009,delay_verbs,they delay shots,1,,,,,,,,,,,,,,,,,,,they,they,ACTIVE,delay,delay,delay,PresentSimple,,,,,,,shot,shots
6838,i know a lot of people that delay.,c2015699941,brownz5,a4512115,01/20/2009,delay_verbs,that delay,1,,,,,,,,,,,,,,,,,,,that,that,ACTIVE,delay,delay,delay,PresentSimple,,,,,,,,
6839,i do not start the vax schedule until 2yrs old.,c2414138773,Jordinayn79,a40738288,03/18/2013,schedule_noun,i do not start the vax schedule,-1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,start,start,do start,PresentSimple,,,vax,vax,,,schedule,schedule
6840,i did everything right on schedule.,c2146068397,Mommy Parrish 4 2009,a22509841,04/26/2010,schedule_noun,i did everything right on schedule,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,do,did,did,PastSimple,,,,,,,schedule,schedule
6841,her pedi called the cdc because she wanted to make sure the dosage and the cdc told them to vax the same schedule as a termie - but idk if there was a different dosage.,c2146068397,Mommy Parrish 4 2009,a22509841,04/26/2010,schedule_noun,dosage and the cdc told them to vax the same schedule,1,,,,,,,dosage,dosage,tell,told,told,PastSimple,,,,,,,,,,vax,vax,to vax,Infinite,same,same,,,,,schedule,schedule
6842,"also - you can delay vax, but i opted not to because i wanted her to be vaccinate4d and and or possibly protected against any diseases the vax covers ;-)",c2146068397,Mommy Parrish 4 2009,a22509841,04/26/2010,delay_verbs,you can delay vax,1,,,,,,,,,,,,,,,,,,,you,you,ACTIVE,delay,delay,can delay,Conditional,,,,,,,vax,vax
6843,i did end up getting my daughter vaccinated for her health but while i was pregnant i read up about things i had concerns on this being on of them it scared me so i asked a lot of questions to her doctor and was also told she has to have them for school and she is fine has yet to have any issues with her shots i just know there are alot of people who choose not to vaccinate and im just curious on there reasons .. just fyi i do plan to have my next baby vaccinated and also plan to space them out as i have been doing with my daughter,c2414618865,Tina2319,a40845919,03/22/2013,delay_verbs,my next baby vaccinated and also plan to space them,1,next,next,,,my,my,baby,baby,plan,plan,plan,PresentSimple,,,,,,,,,,space,space,to space,Infinite,,,,,,,them,them
6844,"the path of least resistance -- that is, the most convenient path for most parents -- is to blindly follow the cdc schedule.",c2356733255,preemiemuqin,a28965271,08/21/2011,schedule_noun,"path of least resistance -- that is, the most convenient path for most parents -- is to blindly follow the cdc schedule",1,,,,,,,path,path,be,is,is,PresentSimple,,,,,,,,,,follow,follow,to follow,Infinite,,,cdc,cdc,,,schedule,schedule
6845,my pedi office has a sign posted stating if you are choosing not to vaccinate according to the practices standard schedule that they recommend you find a different practice who supports your decision.,c2353695531,Mags6244,a28576249,07/19/2011,schedule_noun,you are choosing not to vaccinate according to the practices standard schedule,-1,,,,,,,you,you,choose,choosing,are choosing,PresentContinuous,,,,,,,,,,vaccinate,vaccinate,to vaccinate,Infinite,standard,standard,practice,practices,,,schedule,schedule
6846,i trust my doctor and i know if they needed to be delayed or have a different schedule he would change it.,c2357076372,ica171,a29110013,08/24/2011,schedule_noun,have a different schedule,1,,,,,,,,,,,,,,,,,,,,,PASSIVE,have,have,have,Infinite,different,different,,,,,schedule,schedule
6847,i trust my doctor and i know if they needed to be delayed or have a different schedule he would change it.,c2357076372,ica171,a29110013,08/24/2011,delay_verbs,they needed to be delayed,1,,,,,,,they,they,need,needed,needed,PastSimple,,,,,,,,,,delay,delayed,to be delayed,Infinite,,,,,,,,
6848,i delay vax.,c2371790523,alexplusbaby,a31457049,01/31/2012,delay_verbs,i delay vax,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,delay,delay,delay,PresentSimple,,,,,,,vax,vax
6849,we selectively vaccinate and on a delayed schedule.,c2422484608,SetMeFree,a42572023,06/12/2013,schedule_noun,we selectively vaccinate and on a delayed schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,vaccinate,vaccinate,vaccinate,PresentSimple,delay,delayed,,,,,schedule,schedule
6850,i am still very much on the fence on this issue so i chose to do an altered schedule.,c2230639088,mirth932,a24807233,10/22/2010,schedule_noun,i chose to do an altered schedule,1,,,,,,,i,i,choose,chose,chose,PastSimple,,,,,,,,,,do,do,to do,Infinite,alter,altered,,,,,schedule,schedule
6851,"i will say that i followed a delayed vax schedule, and my 3 year old did not receive some vaccines until he entered kindergarden.",c2107300052,m is for Marisa,a21342815,01/25/2010,schedule_noun,i followed a delayed vax schedule,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,follow,followed,followed,PastSimple,delay,delayed,vax,vax,,,schedule,schedule
6852,"as you can see this is a topic that i take very seriously, as do most non-vaxing and delay vaxing parents.",c2107300052,m is for Marisa,a21342815,01/25/2010,delay_verbs,delay vaxing parents,1,,,,,,,,,,,,,,,,,,,,,PASSIVE,delay,delay,delay,Infinite,vaxing,vaxing,,,,,parent,parents
6853,sizexs -can you even get the shots split up.,c2427722437,russiagirl75,a43804453,08/08/2013,delay_verbs,shots split,1,,,,,,,,,,,,,,,,,,,shot,shots,ACTIVE,split,split,split,PastParticipe,,,,,,,,
6854,i do a delayed schedule too and my little one reacts well to it.,c2578203446,LadyBean2016,a70299887,10/12/2018,schedule_noun,i do a delayed schedule,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,do,do,do,PresentSimple,delayed,delayed,,,,,schedule,schedule
6855,yes...we always vaccinate on schedule.,c2465960055,brandi7163,a51821854,08/19/2014,schedule_noun,we always vaccinate on schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,vaccinate,vaccinate,vaccinate,PresentSimple,,,,,,,schedule,schedule
6856,"i have never seen the dr sears schedule, but my ods never got more than 2 shots in one visit and was on the cdc's recommended vaccination schedule.",c2429013735,mom2tom+1,a44111302,08/22/2013,schedule_noun,i have never seen the dr sears schedule,-1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,see,seen,have seen,PresentPerfect,,,,,,,schedule,schedule
